BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate
TAYLOR,IA,2007,4900,6436,0.76,1,3115,3321,98.15,0.39,0.23,4.89,10.75,11.1,38920,12.85,43.35,30.65,13.15,27.7,43.2,54.78,4.03,0
LYNN,TX,2010,4890,5915,0.83,1,2947,2968,94.57,2.28,1.62,46.37,289,19.7,36145,30.6,30.2,24.05,15.2,30.3,27.73,71.53,6.58,0.05
ADAMS,IA,2010,4800,4029,1.19,1,1994,2035,98.19,0.2,0.47,0.92,129,14.1,39781,10.85,40.35,34.1,14.65,33.8,48.86,49.06,4.82,0.03
BATH,VA,2009,4800,4496,1.07,1,2292,2204,89.72,8.19,0.38,0.87,31,11.8,42619,19.25,40.5,26.75,13.5,27.2,42.22,55.93,4.925,0.01
BATH,VA,2011,4800,4655,1.03,1,2340,2315,93.86,4.83,0.17,2.15,41,10.8,42423,19.25,40.5,26.75,13.5,29.6,40.89,56.85,6.32,0.01
BROADWATER,MT,2009,4800,4802,1,1,2443,2359,95.86,0.62,1.81,1.9,39,12.1,42823,10.15,38.4,29.6,21.8,25.8,29.42,67.94,7.72,0.01
BUTTE,SD,2009,4800,9545,0.5,1,4820,4725,95.08,0.54,2.35,3.88,86,14.2,38015,14.95,39.1,29.4,16.5,31.3,29.25,68.58,5.08,0.01
CALHOUN,WV,2006,4800,7220,0.66,1,3688,3532,98.56,0.37,0.44,0.94,356.25,26,26105,31.15,41.6,17.2,9.95,30.8,44.23,53.67,7.26,0.05
DONLEY,TX,2007,4800,3822,1.26,1,1888,1934,90.53,5.76,1.33,9.34,188.75,16.6,34093,16.5,29.25,36.95,17.35,25.8,17.8,81,4.28,0.05
DOUGLAS,SD,2012,4800,2948,1.63,1,1488,1460,96.23,0.41,2.24,1.36,6,10.4,49476,22.25,31.45,29.6,16.7,29.2,19.64,78.93,3.37,0
FALLON,MT,2006,4800,2609,1.84,1,1306,1303,97.89,0.11,0.84,1.07,53.5,10,40754,9.25,40,35.6,15.15,24.7,20.02,74.08,1.98,0.02
GRANT,ND,2011,4800,2359,2.03,1,1171,1188,97.08,0.04,1.14,0.51,10,19.2,35744,18.2,35.35,31.7,14.7,32.8,23,65.45,3.54,0
HEMPHILL,TX,2009,4800,3478,1.38,1,1818,1660,93.62,2.79,1.64,25.53,158,7.6,60361,22.1,27.3,30.3,20.3,27.6,13.5,85.76,3.05,0.05
JEWELL,KS,2008,4800,3103,1.55,1,1557,1546,98,0.39,0.55,1.45,110.75,12.6,37937,8.8,41.4,34.95,14.85,29.6,19.76,77.71,3.17,0.04
KEOKUK,IA,2010,4800,10511,0.46,1,5226,5285,98.68,0.48,0.17,0.86,21,13,42999,11.85,44.1,29.2,14.85,33.6,45.35,52.29,6.53,0
LANE,KS,2008,4800,1727,2.78,2,850,877,96.7,0.46,0.75,3.71,24.75,8.5,47226,9,32.55,37.2,21.2,29.8,18.79,79.26,3.7,0.01
LOWNDES,AL,2007,4800,12642,0.38,1,6010,6632,28.71,69.74,0.19,1.25,313.25,30,28530,29.85,34.75,23,12.35,40.3,73.73,26.06,7.53,0.02
MADISON,MT,2006,4800,7173,0.67,1,3657,3516,97.28,0.13,0.75,2.3,119,12.4,37519,8.15,31.65,32.2,27.9,18.8,30.09,67.35,3.09,0.02
MADISON,VA,2010,4800,13308,0.36,1,6488,6820,87.23,9.84,0.23,1.77,296,11.7,49389,19,36.15,21.75,23.15,33,41.31,57.3,6.31,0.02
MONTGOMERY,GA,2011,4800,9030,0.53,1,4644,4386,71.9,26.74,0.07,5.63,378,25.7,34379,23.65,38.85,23.1,14.5,36.2,29.49,69.66,8.610905865,0.04
MUSSELSHELL,MT,2012,4800,4691,1.02,1,2335,2356,96.27,0.43,1.28,2.73,65,18.7,39474,13.45,40.3,30.4,15.85,26.8,20.44,76.15,5.38,0.01
PARMER,TX,2010,4800,10269,0.47,1,5259,5010,95.89,1.32,1.3,60.03,312,14.9,38619,34,29.6,21.65,14.75,31.8,20.04,79.35,4.4,0.03
PHILLIPS,MT,2009,4800,3909,1.23,1,1968,1941,86.31,0.72,9.59,3.1,173,17,35182,13.85,35.25,33.3,17.6,26.3,26.8,66.92,5.65,0.04
SHARKEY,MS,2009,4800,5387,0.89,1,2557,2830,29.44,68.65,0.33,2.23,341,39.3,25951,32.05,27.05,23.9,17.05,40.1,68.86,30.74,10.81,0.06
SHERIDAN,KS,2012,4800,2491,1.93,1,1267,1224,98.07,0.12,0.48,3.57,24,10.2,50601,9.4,33.95,36.45,20.25,31.5,12.52,85.99,2.8,0.01
STANTON,KS,2012,4800,2153,2.23,1,1076,1077,95.26,1.07,1.86,35.86,15,11.5,53087,22.05,28.55,29.65,19.75,29.7,18.84,79.71,3.5,0.01
SWISHER,TX,2006,4800,7684,0.62,1,4090,3594,89.77,7.25,1.12,38,305.5,20.2,32102,26.6,32.7,26.1,14.6,25.2,30.8,68.27,4.57,0.04
TAYLOR,IA,2006,4800,6541,0.73,1,3189,3352,98.23,0.4,0.24,4.49,10.75,12,36223,12.85,43.35,30.65,13.15,27.5,41.88,56.46,3.88,0
TENSAS,LA,2010,4800,5252,0.91,1,2493,2759,42.5,56.53,0.11,1.24,338,33.3,26976,30.3,38.7,18.75,12.25,35.3,54.88,44.36,13.7,0.06
VAN BUREN,TN,2010,4800,5548,0.87,1,2769,2779,98.29,0.41,0.27,0.9,242,22.1,31455,28.6,45.2,17.35,8.85,33.5,38.27,59.46,13.2,0.04
ARCHULETA,CO,2006,4700,12066,0.39,1,6104,5962,94.99,0.85,1.96,16.87,287.75,10.5,46904,11.1,25.05,30.85,33,15.9,39.74,58.29,4.13,0.02
BON HOMME,SD,2007,4700,7016,0.67,1,4084,2932,93.61,1.08,4.42,1.14,100,14.2,37978,16.1,36.5,30.3,17.15,28.8,42.39,56.34,3.78,0.01
BROWN,IL,2010,4700,6937,0.68,1,4450,2487,79.08,18.71,1.18,5.8,0,14.4,43640,26.45,33.35,29,11.2,30,35.84,62.05,6.98,0
CALDWELL,MO,2008,4700,9182,0.51,1,4522,4660,96.89,1.21,0.53,1.57,211.5,14.6,39417,14.4,44.85,26.2,14.55,30.6,39.75,58.15,6.71,0.02
CALLAHAN,TX,2006,4700,13181,0.36,1,6414,6767,94.85,1.98,1.05,8.91,316.25,14.2,37043,16.8,39.05,30,14.15,26.8,18.79,80.31,4.05,0.02
CLARKE,VA,2011,4700,14187,0.33,1,7086,7101,91.38,5.24,0.32,3.56,389,8.2,74472,15.5,30.65,26.15,27.7,30.1,42.93,54.43,5.72,0.03
ELK,KS,2008,4700,3009,1.56,1,1460,1549,94.35,0.56,1.83,4.29,49,16,32462,15.05,40.2,31.6,13.2,29.9,25.31,72.66,5.69,0.02
GARFIELD,UT,2006,4700,4367,1.08,1,2227,2140,95.01,0.39,2.45,4.03,249.75,10.3,40269,11.5,33,34.85,20.7,23.5,15.49,82.34,5.28,0.06
GILLIAM,OR,2009,4700,1637,2.87,2,846,791,95.11,0.61,1.83,4.76,109,13.3,46018,10.9,35.5,37.3,16.3,27.2,37.8,58.84,6.92,0.07
GILLIAM,OR,2011,4700,1951,2.41,2,1007,944,96,0.15,1.03,5.59,133,11.8,49378,10.9,35.5,37.3,16.3,27.1,35.91,59.77,9.7,0.07
GRANT,MN,2006,4700,5975,0.79,1,2953,3022,97.89,0.38,0.42,1.07,127.75,10.6,38230,11.85,34.8,36.3,17.15,26.4,49.96,47.61,5.22,0.02
HANCOCK,IA,2008,4700,11231,0.42,1,5592,5639,97.86,0.46,0.22,3.5,207,8.6,47588,10.4,38.4,33.15,18.05,29.8,47.3,50.86,6.46,0.02
MARSHALL,MN,2012,4700,9469,0.5,1,4786,4683,97.75,0.35,0.71,3.76,6,9.1,52791,16.15,36.7,31.15,16.05,30.3,42.53,54.68,7.59,0
MCCOOK,SD,2010,4700,5618,0.84,1,2810,2808,98.59,0.14,0.41,1.76,54,9.7,44915,14.4,36.15,30.6,18.9,29,38.3,60,4.95,0.01
MEADE,KS,2008,4700,4370,1.08,1,2216,2154,96.36,0.82,1.12,14,71.5,9.5,48307,18.8,29.1,31.95,20.15,30.2,18.49,79.75,2.94,0.02
MORRILL,NE,2011,4700,4985,0.94,1,2518,2467,96.71,0.26,1.48,13.86,187,16.4,42378,16.8,33.75,32.8,16.6,30.2,21.51,75.91,3.37,0.04
MORRILL,NE,2012,4700,4934,0.95,1,2493,2441,96.53,0.3,1.52,14.15,175,15.7,43513,16.8,33.75,32.8,16.6,30.6,20.78,76.76,3.19,0.04
NORMAN,MN,2006,4700,6702,0.7,1,3318,3384,94.99,0.39,2.7,4.16,0.75,12.5,38071,14.6,37.4,32.7,15.3,26.8,56.64,41.08,4.98,0
OHIO,IN,2011,4700,6061,0.78,1,3017,3044,98.42,0.38,0.2,1.06,128,11.1,48788,16.65,44.45,26,12.9,30.9,36.36,61.48,9.51,0.02
OSCEOLA,IA,2008,4700,6439,0.73,1,3180,3259,97.89,0.53,0.51,4.08,167,8.8,43681,15.75,37.9,30.75,15.55,28.1,33.16,64.82,3.83,0.03
RANSOM,ND,2006,4700,5715,0.82,1,2971,2744,97.69,0.3,0.73,1.22,61.75,9.9,45519,14.3,36.7,31.5,17.45,26.3,51.22,46.49,3.86,0.01
RUSH,KS,2010,4700,3307,1.42,1,1630,1677,98.09,0.24,0.48,2.54,96,13.4,38595,13.2,31.35,35.75,19.75,28,25.84,71.53,5.35,0.03
SAN MIGUEL,CO,2011,4700,7486,0.63,1,4036,3450,95.97,0.49,1.18,9.12,294,11.1,57578,6.4,14.5,27.8,51.3,16.4,71.97,25.7,8.18,0.04
SHERIDAN,NE,2009,4700,5242,0.9,1,2564,2678,86.23,0.46,10.3,3.57,472,16.1,29652,11.6,34.2,32.7,21.5,26.8,17.78,79.57,3.89,0.09
STEVENS,KS,2010,4700,5724,0.82,1,2840,2884,96.87,0.44,1.22,32.6,95,11.5,50070,19.1,31.25,32.8,16.85,33.7,12.85,85.66,4.21,0.02
SWIFT,MN,2008,4700,10988,0.43,1,6284,4704,88.88,3.87,0.92,3.96,303.75,11.7,43628,15.25,35.35,33.85,15.5,28,55.43,41.65,6.09,0.03
JOHNSON,IL,2006,4690,13684,0.34,1,8310,5374,82.59,15.97,0.37,3.59,0,17.1,38243,24.9,29.8,31.35,13.95,26.7,31.31,67.22,5.17,0
NEWTON,AR,2008,4660,8282,0.56,1,4180,4102,96.34,0.94,0.77,1.85,31.5,23.3,29273,24.35,39.25,22.65,13.75,31,29.85,65.35,5.7,0
SHERIDAN,NE,2012,4620,5329,0.87,1,2591,2738,85.87,0.24,10.04,3.75,380,16.2,44613,11.6,34.2,32.7,21.5,30.1,15.78,81.76,3.55,0.07
BUTTE,SD,2006,4600,9215,0.5,1,4622,4593,95.25,0.47,2.18,3.45,154.75,13.4,34183,14.95,39.1,29.4,16.5,28.1,27.34,70.61,2.69,0.02
CHARITON,MO,2006,4600,7864,0.58,1,3826,4038,95.7,3.15,0.34,0.84,133.5,13.5,36553,15.95,48.7,21.45,13.9,29.1,43.14,55.64,5.03,0.02
CHARLES MIX,SD,2006,4600,9039,0.51,1,4446,4593,68.71,0.45,28.89,3.85,555.5,24.5,31361,19,36.1,29.25,15.65,31.2,45.41,53.42,3.57,0.06
CHOUTEAU,MT,2010,4600,5813,0.79,1,2861,2952,76.09,0.05,21.85,1.62,67,16.6,38434,9.7,31.45,35.75,23.05,29.1,36.91,59.66,4.38,0.01
COMANCHE,KS,2007,4600,1837,2.5,2,883,954,97.55,0.16,0.65,3.32,70,9.9,35281,8.1,35.05,40.05,16.8,28.5,20.04,78.53,3.1,0.04
DAY,SD,2009,4600,5483,0.84,1,2706,2777,89.09,0.26,8.72,1.84,185,15.9,36702,14.6,39,29.4,17,31.8,55.16,43.87,6.92,0.03
DOOLY,GA,2012,4600,14414,0.32,1,7799,6615,48.97,49.29,0.19,6.74,615,32.8,30371,29.25,38.15,22.8,9.75,34.1,53.16,46.18,7.747876585,0.04
HAAKON,SD,2012,4600,1922,2.39,2,969,953,94.43,0.47,1.93,0.78,24,12.1,44826,11.65,40.05,31.7,16.6,33.5,12.64,86.08,3.14,0.01
HEARD,GA,2007,4600,11377,0.4,1,5584,5793,85.56,12.53,0.42,2.16,419,16.4,42076,26.85,43.3,20.85,9.05,27.5,25.75,73.23,4.952953714,0.04
HODGEMAN,KS,2010,4600,1916,2.4,2,958,958,97.39,1.04,0.16,6.16,49,10.6,43338,10.25,28.2,39.55,22.05,30.1,18.07,80.41,3.71,0.03
HOWARD,MO,2009,4600,9856,0.47,1,4801,5055,91.49,6.35,0.44,1.5,238,15.1,39090,15.2,40.25,22.85,21.7,31.2,40.3,57.33,8.41,0.02
JEFFERSON,MS,2008,4600,8879,0.52,1,4570,4309,14.13,84.64,0.16,1.08,516.75,37.5,24352,33.05,32.95,22.3,11.65,41.8,86.87,12.33,13.07,0.06
JEWELL,KS,2009,4600,3043,1.51,1,1543,1500,97.83,0.46,0.56,1.71,143,12.8,37336,8.8,41.4,34.95,14.85,33.7,18.65,78.91,4.2,0.05
JEWELL,KS,2010,4600,3077,1.49,1,1574,1503,98.08,0.16,0.65,2.05,150,13.6,37640,8.8,41.4,34.95,14.85,33.8,17.53,80.1,5.44,0.05
KINNEY,TX,2010,4600,3598,1.28,1,1955,1643,95.8,1.78,0.81,55.7,73,24.7,35725,29.4,30.7,25.3,14.6,29.4,38.72,60.11,11.2,0.02
LINCOLN,KS,2008,4600,3227,1.43,1,1591,1636,96.87,0.5,0.96,2.54,11.75,10.7,40793,10.4,34.3,36.65,18.65,29.8,21.88,75.91,3.71,0
MAHNOMEN,MN,2009,4600,4976,0.92,1,2531,2445,58.12,1.41,31.73,4.58,195,19.7,33834,19.5,35,33.3,12.25,31.7,60.59,36.96,7.73,0.04
MEAGHER,MT,2010,4600,1891,2.43,2,957,934,98.04,0.11,0.32,1.48,6,19.5,29026,12.2,39.65,28.95,19.15,25.6,29.26,66.77,8,0
NEVADA,AR,2008,4600,9137,0.5,1,4424,4713,66.26,31.33,0.77,3.49,0.5,22,31432,22.55,41.95,21.55,13.85,31.3,40.55,56.73,6.81,0
OSAGE,MO,2010,4600,13878,0.33,1,7219,6659,98.94,0.2,0.23,0.61,153,10.8,49058,17.5,44.15,23.75,14.6,29.2,24.12,74.27,6.92,0.01
OSBORNE,KS,2008,4600,3794,1.21,1,1887,1907,97.31,0.45,0.53,1.48,77.5,12.4,37568,11.6,38.5,31,18.9,30.4,20.88,77.2,3.42,0.02
OSCEOLA,IA,2006,4600,6564,0.7,1,3240,3324,98.2,0.38,0.52,3.7,167,8.6,40217,15.75,37.9,30.75,15.55,27.1,30.88,67.54,3.45,0.03
OSCEOLA,IA,2007,4600,6439,0.71,1,3180,3259,98.11,0.4,0.61,3.76,167,8.3,39750,15.75,37.9,30.75,15.55,27.1,32.02,66.18,3.32,0.03
PARMER,TX,2011,4600,10278,0.45,1,5277,5001,95.59,1.32,1.49,61.03,378,16.9,39195,34,29.6,21.65,14.75,31.3,20.37,79.04,4.43,0.04
PUTNAM,MO,2007,4600,4871,0.94,1,2413,2458,97.95,0.7,0.23,0.92,69.75,18.6,30791,15.05,43.35,26.95,14.65,29.7,30.18,67.99,5.54,0.01
RAWLINS,KS,2008,4600,2485,1.85,1,1229,1256,97.38,0.64,0.6,1.89,46,12.7,38980,10.35,32.05,36.25,21.3,29.8,17.62,80.5,3.47,0.02
THURSTON,NE,2007,4600,7233,0.64,1,3625,3608,47.81,3.35,45.09,9.12,8.5,25.6,33338,16.6,34.75,34.7,14,32.4,52.2,46.38,6.53,0
TREGO,KS,2007,4600,2933,1.57,1,1434,1499,96.45,0.89,0.65,1.3,40.5,12.1,35708,11.25,34.15,35.85,18.65,28.8,25.28,73.15,3.28,0.01
TURNER,SD,2009,4600,8263,0.56,1,4104,4159,97.39,0.48,0.99,1.23,193,9.2,47749,11.95,36,32.25,19.8,31.4,37.93,60.74,5.17,0.02
WAYNE,NE,2006,4600,9549,0.48,1,4640,4909,96.53,1.25,0.52,2.92,153,13.6,39422,8.95,28.55,32.3,30.2,28.6,29.36,69.23,2.54,0.02
NESS,KS,2007,4570,2960,1.54,1,1449,1511,97.77,0.41,0.47,3.82,30.5,9.1,46036,12.2,35.55,33.8,18.45,27.9,19.46,78.71,2.96,0.01
CALHOUN,WV,2011,4530,7637,0.59,1,3822,3815,98.48,0.21,0.33,0.92,391,25.8,28581,31.15,41.6,17.2,9.95,35.1,38.02,58.88,12.68,0.05
BACA,CO,2012,4500,3722,1.21,1,1840,1882,95.57,0.75,1.53,9.54,131,19.4,37775,18,30.45,33.75,17.7,20.6,22.17,74.03,4.54,0.04
BROWN,NE,2010,4500,3145,1.43,1,1531,1614,98.6,0.06,0.29,0.92,65,13.9,34659,12.2,39,31.1,17.7,31.7,17.13,80.41,4.66,0.02
CARROLL,MS,2006,4500,10254,0.44,1,5139,5115,59.89,39.07,0.16,1.46,352.5,19.8,32444,25.65,34.6,26.1,13.65,32.6,34.11,65.5,5.8,0.03
CEDAR,NE,2010,4500,8852,0.51,1,4500,4352,99.04,0.08,0.26,1.28,142,11.1,43923,11.55,38.85,33.9,15.7,28.1,25.3,72.7,3.56,0.02
CHEYENNE,CO,2010,4500,1836,2.45,2,910,926,97.44,0.38,0.82,9.69,24,12.1,44464,12.8,33.8,35.45,18.05,23.3,16.78,80.72,4.14,0.01
DOUGLAS,SD,2009,4500,2967,1.52,1,1438,1529,97.1,0.1,1.79,0.91,41,12.6,41049,22.25,31.45,29.6,16.7,31.3,23.24,75.62,4.2,0.01
GRAHAM,KS,2012,4500,2581,1.74,1,1262,1319,91.9,3.84,0.74,2.56,31,12,45650,11.55,34,32.05,22.4,30,19.1,78.81,3.38,0.01
HAINES,AK,2006,4500,2245,2,1,1146,1099,81.6,0.76,11.67,2.41,75.25,13.3,43893,7.25,29.75,33.75,29.25,26.8,40.43445268,58.21673291,5.072493647,0.03
HICKMAN,KY,2011,4500,4781,0.94,1,2290,2491,88.62,9.29,0.23,1.23,120,18.6,38446,29.05,40.8,21.2,9.05,34.3,33.08,65.8,8.92,0.03
LINCOLN,MN,2009,4500,5712,0.79,1,2851,2861,98.51,0.19,0.47,1.73,2,9.2,41263,14.35,38.45,30.3,16.9,27.7,47.85,48.55,5.82,0
LINCOLN,MN,2010,4500,5896,0.76,1,2960,2936,98.81,0.14,0.19,1.22,0,10,43358,14.35,38.45,30.3,16.9,27.5,47.16,49.41,5.51,0
MARSHALL,SD,2011,4500,4626,0.97,1,2521,2105,88.22,0.39,9.84,7.57,120,14.6,44849,16.55,33.15,30.4,19.9,29.6,54.53,43.89,5.63,0.03
NEWTON,AR,2011,4500,8262,0.54,1,4163,4099,96.22,0.16,1.17,1.61,31,21.3,31224,24.35,39.25,22.65,13.75,36,27.8,67.72,7.5,0
REAGAN,TX,2009,4500,3034,1.48,1,1580,1454,93.05,4.19,1.02,59.43,103,9.5,54309,33.3,31.05,25.6,10.1,28.9,19.55,80.03,2.29,0.03
WEBSTER,NE,2010,4500,3812,1.18,1,1821,1991,97.48,0.47,0.21,3.49,56,12,37647,12.25,37.75,31.7,18.25,32.3,27.88,70.04,4.82,0.01
CARTER,MO,2011,4440,6329,0.7,1,3082,3247,96.73,0.19,1.14,1.83,226,24.7,27878,27,35.6,25.85,11.55,33.7,28.69,68.88,11.27,0.04
ALFALFA,OK,2008,4400,5574,0.79,1,3307,2267,88.09,5.79,3.41,4.11,97.75,17,38916,15.7,39.75,26.6,17.9,30.2,16.89,83.11,3.1,0.02
BAYFIELD,WI,2010,4400,15014,0.29,1,7716,7298,87.02,0.35,9.59,1.05,290,14.8,40155,9.35,31.1,33.3,26.3,28.9,62.36,36.17,11.11,0.02
CHEYENNE,KS,2006,4400,2825,1.56,1,1407,1418,98.09,0.42,0.32,3.89,33.5,14,28801,10.95,33.25,34.95,20.9,27.3,20.23,78.3,3.44,0.01
DEKALB,MO,2006,4400,12424,0.35,1,7863,4561,86.63,10.85,0.76,1.67,313.5,16.7,37230,17.95,44.25,25.2,12.6,30.6,36.28,62.22,5.072493647,0.03
DOUGLAS,SD,2011,4400,2974,1.48,1,1489,1485,96.27,0.44,2.05,1.38,12,11.6,46224,22.25,31.45,29.6,16.7,27.5,20.84,77.83,4.05,0
FOSTER,ND,2009,4400,3266,1.35,1,1658,1608,97.7,0.31,1.29,1.35,46,9.1,45170,16.6,28.75,32.95,21.75,28.3,40.23,56.83,3.57,0.01
HAMILTON,NE,2011,4400,9077,0.48,1,4543,4534,98.62,0.25,0.21,2.08,214,8.2,58591,8.4,33.4,36.1,22.15,29,24.59,73.09,3.78,0.02
HARRIS,GA,2009,4400,30117,0.15,1,15007,15110,77.13,19.98,0.5,2.99,1235,8.8,63351,15.95,26.95,32.85,24.25,27.5,27.74,71.64,8.737681398,0.04
HASKELL,KS,2011,4400,4233,1.04,1,2098,2135,96.08,0.52,1.37,27.43,180,10.7,54340,27.9,21.95,32.6,17.55,33,15.98,82.6,3.5,0.04
KINGSBURY,SD,2008,4400,5304,0.83,1,2672,2632,97.64,0.08,0.96,1.24,109.5,8.9,41913,13.5,39.45,27.85,19.2,26.8,46.62,52.39,3.28,0.02
KIOWA,CO,2011,4400,1431,3.07,2,698,733,97.97,0.28,0.49,5.66,23,12.6,41427,9.15,38.2,34.1,18.55,23.9,16,80.92,5,0.02
LIVE OAK,TX,2011,4400,11507,0.38,1,6211,5296,92.81,4.69,1.04,35.87,257,20.2,41601,27.2,31.5,29.6,11.65,29.9,23.03,76.04,5.97,0.02
LOGAN,KS,2012,4400,2793,1.58,1,1407,1386,96.49,0.75,0.64,4.05,80,10.2,45933,10.85,34.45,36.4,18.3,32,14.59,83.41,3.02,0.03
MARSHALL,SD,2006,4400,4323,1.02,1,2193,2130,90.75,0.35,7.84,1.39,116.5,11.9,36018,16.55,33.15,30.4,19.9,28.5,52.2,46.94,4.25,0.03
MCINTOSH,ND,2008,4400,2644,1.66,1,1288,1356,98,0.19,0.45,1.48,71.5,13.1,36523,30.25,28.4,27.9,13.55,29.3,37.79,59.79,2.87,0.03
MCLEAN,KY,2006,4400,9692,0.45,1,4775,4917,98.03,1.02,0.2,1.44,243.5,17.3,34440,22.35,39.5,28.45,9.75,35.1,42.75,56.11,7.5,0.03
PARMER,TX,2009,4400,9204,0.48,1,4682,4522,93.63,2.22,2.06,58.62,419,16.9,36665,34,29.6,21.65,14.75,30.7,19.7,79.66,4.016,0.05
PHILLIPS,MT,2007,4400,3922,1.12,1,1985,1937,87.02,0.69,9.1,2.42,157.75,16.7,33798,13.85,35.25,33.3,17.6,24.1,26.77,67.3,4.19,0.04
POLK,NE,2011,4400,5340,0.82,1,2666,2674,98.35,0.21,0.28,3.46,83,8.7,51981,10,36.35,36.55,17.2,31.3,22.68,75.6,3.42,0.02
ALEXANDER,IL,2009,4300,8011,0.54,1,3918,4093,64.06,33.53,0.45,2.18,0,29.4,28370,27.25,34.7,29.2,8.8,31,55.73,42.85,12.23,0
BACA,CO,2010,4300,3788,1.14,1,1877,1911,96.07,0.63,1.48,9.19,135,17.3,33086,18,30.45,33.75,17.7,21.8,23.41,73.16,4.87,0.04
BUTTE,SD,2008,4300,9578,0.45,1,4823,4755,95.09,0.48,2.43,3.69,154.75,14.5,39348,14.95,39.1,29.4,16.5,28.5,31.06,67.09,2.76,0.02
CARSON,TX,2009,4300,6069,0.71,1,2982,3087,93.69,2.55,1.8,10.41,219,8.8,55673,12.15,29.75,35.7,22.35,31.2,12.84,86.18,4.356,0.04
CEDAR,NE,2007,4300,8542,0.5,1,4299,4243,98.5,0.3,0.47,0.81,110.75,9.2,42402,11.55,38.85,33.9,15.7,27.8,27.35,71,2.42,0.01
DOUGLAS,SD,2010,4300,3002,1.43,1,1505,1497,96.84,0.37,1.97,0.77,65,14.2,42472,22.25,31.45,29.6,16.7,29.3,22.04,76.72,4.42,0.02
ELK,KS,2007,4300,2987,1.44,1,1436,1551,94.58,0.64,1.47,4.05,49,17.3,31468,15.05,40.2,31.6,13.2,28.9,25.07,72.96,5.74,0.02
ELLIS,OK,2007,4300,3826,1.12,1,1874,1952,95.19,0.6,2.33,5.59,74.5,12.7,36924,15.55,37.75,26.25,20.4,29.9,15.82,84.18,2.48,0.02
EMMONS,ND,2010,4300,3550,1.21,1,1820,1730,98.65,0.06,0.39,0.96,121,16,36823,24.15,33.2,28.75,13.9,32.6,25.02,71.56,6.88,0.03
GALLATIN,IL,2009,4300,5670,0.76,1,2759,2911,97.11,1.02,0.9,1.45,0,19.3,34319,19.5,38.5,31.75,10.25,28.4,51.63,46.29,9.99,0
HASKELL,KS,2010,4300,4256,1.01,1,2130,2126,96.76,0.33,1.25,27,207,11,51257,27.9,21.95,32.6,17.55,33.3,16.55,82.18,3.61,0.05
HASKELL,KS,2012,4300,4214,1.02,1,2088,2126,96.3,0.45,1.23,28.48,87,11.1,53430,27.9,21.95,32.6,17.55,33.5,15.4,83.02,3.38,0.02
HODGEMAN,KS,2008,4300,1918,2.24,1,941,977,95.31,1.88,0.99,5.21,41.75,9.6,44829,10.25,28.2,39.55,22.05,31.3,19.25,78.92,3.41,0.02
HOLT,MO,2012,4300,4679,0.92,1,2305,2374,97.67,0.19,0.96,0.85,109,15.5,40036,13.45,46.15,23.7,16.7,31.2,23.85,74.68,5.25,0.02
JEFFERSON,MT,2007,4300,11085,0.39,1,5621,5464,95.54,0.38,1.74,2.22,147.75,11.1,54719,7.5,29.7,32.5,30.3,22.3,38.55,58.23,3.12,0.01
KEARNY,KS,2012,4300,3972,1.08,1,2014,1958,95.77,0.73,1.31,29.61,61,11.9,50626,23.05,27.55,35.15,14.2,30.3,19.34,79.15,3.97,0.02
KINGSBURY,SD,2006,4300,5348,0.8,1,2672,2676,97.83,0.09,0.71,1.07,109.5,10.4,37165,13.5,39.45,27.85,19.2,26.1,42.61,56.12,3.31,0.02
MARION,GA,2009,4300,6997,0.61,1,3508,3489,62.31,34.06,0.81,8.22,298,24.7,33075,28.75,36.55,24,10.7,31.7,43.62,55.35,8.737681398,0.04
MARSHALL,MN,2011,4300,9458,0.45,1,4789,4669,97.93,0.32,0.69,3.48,129,10.1,47760,16.15,36.7,31.15,16.05,27.5,44.09,53.06,8.32,0.01
MOODY,SD,2012,4300,6492,0.66,1,3278,3214,81.58,1.05,13.22,2.56,660,10.2,51945,12.7,34.5,32.1,20.65,33.5,47.12,50.61,5.47,0.1
PUTNAM,MO,2006,4300,5007,0.86,1,2469,2538,98.32,0.48,0.18,0.84,69.75,17.2,31308,15.05,43.35,26.95,14.65,29.1,30.64,67.95,4.92,0.01
RICH,UT,2008,4300,2145,2,1,1086,1059,97.2,0.19,0.84,3.31,37.25,9,53159,5.2,32.7,39.75,22.4,25.7,15.31,82.6,2.78,0.02
ROSEBUD,MT,2006,4300,9105,0.47,1,4520,4585,62.26,0.72,34.05,4.28,267.5,19.9,43594,14,34.4,33.45,18.2,35.3,46.38,50.84,5.6,0.03
SEDGWICK,CO,2008,4300,2348,1.83,1,1154,1194,94.93,1.49,0.51,14.1,24,11.8,35350,14.95,32.75,35.2,17.1,21.4,34.64,63.43,3.2,0.01
SWISHER,TX,2007,4300,7615,0.56,1,4009,3606,89.02,7.79,1.27,38.12,305.5,18.6,32382,26.6,32.7,26.1,14.6,26.7,31.44,67.33,4.1,0.04
TAYLOR,IA,2011,4300,6303,0.68,1,3140,3163,98.32,0.43,0.16,6.76,13,13.4,43155,12.85,43.35,30.65,13.15,30.4,42.73,55.42,4.73,0
