BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate,label,color,FEMALE_PER,HSorLess,CollegeorMore
TARRANT,TX,2009,4007600.0,1792181.0,2.24,1,0.5,904888.0,78.96,14.24,0.72,26.19,90625.0,14.5,53757.0,16.65,23.65,30.85,28.85,27.8,43.16,55.85,6.252000000000001,0.05,1,Blue,0.5,40.3,59.7
DALLAS,TX,2007,3964128.0,2381889.0,1.66,1,0.5,1187549.0,72.43,20.98,0.67,36.53,109099.5,16.9,46468.0,23.35,22.1,26.0,28.55,27.1,55.2,44.07,4.38,0.05,3,Green,0.5,45.45,54.55
ALLEGHENY,PA,2009,3963430.0,1219306.0,3.25,2,0.48,634558.0,83.86,12.41,0.16,1.56,47082.0,13.0,46212.0,9.8,31.15,24.9,34.15,28.6,57.14,41.89,6.79,0.04,3,Green,0.52,40.95,59.05
PINELLAS,FL,2010,3960370.0,916542.0,4.32,3,0.48,476533.0,84.15,10.54,0.37,7.99,0.0,14.2,42628.0,12.65,29.1,31.75,26.5,23.8,52.92,45.97,9.298865844544112,0.0,3,Green,0.52,41.75,58.25
PHILADELPHIA,PA,2009,3948250.0,1549564.0,2.55,2,0.47,820446.0,48.63,43.75,0.33,11.31,84982.0,24.5,36959.0,22.75,33.55,21.2,22.5,31.5,83.65,15.76,9.75,0.05,0,Red,0.53,56.3,43.7
PHILADELPHIA,PA,2008,3945230.0,1540351.0,2.56,2,0.47,816723.0,48.36,44.13,0.32,11.03,86576.5,23.8,37090.0,22.75,33.55,21.2,22.5,30.2,83.1,16.35,7.08,0.06,0,Red,0.53,56.3,43.7
ORANGE,FL,2010,3934064.0,1145956.0,3.43,3,0.49,581630.0,70.11,21.72,0.54,26.9,0.0,16.4,45105.0,15.0,25.45,30.15,29.4,25.7,58.84,40.41,9.298865844544112,0.0,3,Green,0.51,40.45,59.55
ALLEGHENY,PA,2012,3931820.0,1230881.0,3.19,2,0.48,639483.0,81.43,13.34,0.15,1.73,47452.0,12.7,50831.0,9.8,31.15,24.9,34.15,25.8,56.69,42.12,6.95,0.04,1,Blue,0.52,40.95,59.05
FRANKLIN,OH,2007,3931262.0,1121922.0,3.5,3,0.49,574737.0,74.17,19.98,0.27,3.73,28702.5,16.2,48076.0,11.85,26.05,26.85,35.25,30.2,58.38,40.52,4.72,0.03,3,Green,0.51,37.9,62.1
SACRAMENTO,CA,2010,3922368.0,1418788.0,2.76,2,0.49,723995.0,65.92,10.97,1.55,21.58,49596.0,16.7,52655.0,14.85,22.7,35.1,27.35,27.7,58.32,39.33,12.64,0.03,1,Blue,0.51,37.55,62.45
MARION,IN,2011,3913275.0,911188.0,4.29,3,0.48,472464.0,67.21,27.45,0.5,9.41,54768.0,21.3,39957.0,16.4,28.8,27.25,27.55,31.3,61.14,37.37,9.89,0.06,3,Green,0.52,45.2,54.8
ALLEGHENY,PA,2011,3891390.0,1228183.0,3.17,2,0.48,639022.0,81.67,13.33,0.15,1.65,45178.0,13.4,49682.0,9.8,31.15,24.9,34.15,26.6,56.84,42.04,7.09,0.04,1,Blue,0.52,40.95,59.05
ORANGE,FL,2011,3887818.0,1170526.0,3.32,2,0.49,594711.0,69.73,21.92,0.54,27.64,0.0,18.5,44635.0,15.0,25.45,30.15,29.4,25.2,58.76,40.42,8.610905864774008,0.0,3,Green,0.51,40.45,59.55
FRANKLIN,OH,2012,3879430.0,1199071.0,3.24,2,0.49,615148.0,70.45,22.03,0.32,4.94,28836.0,18.0,50053.0,11.85,26.05,26.85,35.25,29.2,60.66,37.83,6.43,0.02,1,Blue,0.51,37.9,62.1
SACRAMENTO,CA,2011,3866478.0,1433739.0,2.7,2,0.49,732016.0,65.49,10.97,1.55,21.8,46935.0,17.7,52236.0,14.85,22.7,35.1,27.35,26.9,58.23,39.26,12.05,0.03,1,Blue,0.51,37.55,62.45
BEXAR,TX,2011,3865370.0,1755340.0,2.2,1,0.49,894046.0,85.85,8.01,1.23,59.01,71733.0,17.9,46589.0,19.7,24.85,30.5,25.0,30.1,51.77,46.99,7.17,0.04,3,Green,0.51,44.55,55.5
ALLEGHENY,PA,2008,3858800.0,1218453.0,3.17,2,0.48,635323.0,83.95,12.43,0.16,1.47,46143.75,12.4,48778.0,9.8,31.15,24.9,34.15,27.1,57.29,41.81,4.82,0.04,1,Blue,0.52,40.95,59.05
SUFFOLK,NY,2012,3854260.0,1497037.0,2.57,2,0.49,759947.0,85.86,8.11,0.56,17.31,37188.0,7.4,85717.0,11.85,29.85,27.1,31.25,22.8,49.04,41.49,7.8,0.02,2,Yellow,0.51,41.7,58.35
MARION,IN,2012,3853630.0,919700.0,4.19,3,0.48,476837.0,66.85,27.61,0.48,9.53,47914.0,21.6,41586.0,16.4,28.8,27.25,27.55,32.1,60.26,38.02,9.28,0.05,3,Green,0.52,45.2,54.8
KING,WA,2008,3852830.0,1885368.0,2.04,1,0.5,942969.0,74.96,6.08,1.08,7.69,71421.25,9.2,70091.0,8.5,17.35,28.95,45.15,21.7,70.3,28.17,3.87,0.04,2,Yellow,0.5,25.85,74.1
BEXAR,TX,2012,3843790.0,1789091.0,2.15,1,0.49,909886.0,85.63,8.11,1.23,59.14,75837.0,19.1,49651.0,19.7,24.85,30.5,25.0,28.2,51.56,47.04,6.49,0.04,1,Blue,0.51,44.55,55.5
KING,WA,2007,3832934.0,1857877.0,2.06,1,0.5,931315.0,75.4,6.0,1.06,7.36,71421.25,9.9,66969.0,8.5,17.35,28.95,45.15,20.5,68.96,29.55,3.19,0.04,2,Yellow,0.5,25.85,74.1
SACRAMENTO,CA,2009,3818196.0,1399663.0,2.73,2,0.49,712535.0,69.77,10.21,1.21,20.67,54215.0,15.3,52502.0,14.85,22.7,35.1,27.35,28.3,58.41,39.4,11.02,0.04,1,Blue,0.51,37.55,62.45
JEFFERSON,KY,2011,3804360.0,746412.0,5.1,3,0.48,386330.0,74.06,21.24,0.27,4.48,38902.0,17.3,45407.0,14.25,28.1,29.2,28.55,32.0,55.0,43.66,9.47,0.05,3,Green,0.52,42.35,57.75
CHARLESTON,SC,2008,3772480.0,348574.0,10.82,4,0.48,179981.0,65.3,31.65,0.35,3.87,22634.75,15.4,50213.0,13.75,22.75,27.15,36.3,25.9,53.55,45.21,5.31,0.06,1,Blue,0.52,36.5,63.449999999999996
TARRANT,TX,2007,3757100.0,1712219.0,2.19,1,0.49,864974.0,79.35,14.02,0.7,24.97,82738.75,12.2,53518.0,16.65,23.65,30.85,28.85,26.1,42.05,57.17,4.1,0.05,1,Blue,0.51,40.3,59.7
MILWAUKEE,WI,2011,3752340.0,951263.0,3.94,3,0.48,491748.0,65.65,27.32,0.9,13.53,78394.0,21.8,40780.0,16.2,28.8,28.15,26.85,31.2,67.44,31.45,9.28,0.08,3,Green,0.52,45.0,55.0
SUFFOLK,NY,2008,3726120.0,1513318.0,2.46,2,0.49,767910.0,86.94,7.99,0.36,13.57,36961.75,5.6,85091.0,11.85,29.85,27.1,31.25,24.7,52.56,46.56,5.01,0.02,2,Yellow,0.51,41.7,58.35
ORANGE,CA,2006,3726111.0,2952610.0,1.26,1,0.5,1480509.0,78.53,2.07,0.88,32.03,89233.0,9.8,70109.0,17.9,17.4,29.75,34.95,17.8,43.34,54.99,3.4,0.03,2,Yellow,0.5,35.3,64.7
BROWARD,FL,2006,3721678.0,1761685.0,2.11,1,0.49,899865.0,70.09,24.86,0.37,22.15,0.0,11.2,50399.0,14.7,27.8,29.5,28.0,19.3,65.67,33.5,5.0724936472346815,0.0,1,Blue,0.51,42.5,57.5
SACRAMENTO,CA,2008,3721031.0,1386082.0,2.68,2,0.49,705310.0,69.97,10.25,1.2,20.34,48361.75,13.3,56882.0,14.85,22.7,35.1,27.35,26.7,58.49,39.47,7.23,0.03,1,Blue,0.51,37.55,62.45
SAN BERNARDINO,CA,2008,3718460.0,2001225.0,1.86,1,0.5,991762.0,80.5,9.02,1.42,47.43,85040.25,14.7,54768.0,23.3,25.6,33.25,17.85,28.6,52.07,45.75,8.03,0.04,1,Blue,0.5,48.900000000000006,51.1
PIMA,AZ,2011,3713925.0,988407.0,3.76,3,0.49,502199.0,86.07,3.96,4.16,35.03,58899.0,20.4,44102.0,14.2,22.9,33.75,29.15,22.1,52.59,45.88,8.48,0.06,3,Green,0.51,37.099999999999994,62.9
MILWAUKEE,WI,2012,3708925.0,954606.0,3.89,3,0.48,493508.0,65.46,27.31,0.92,13.77,81907.0,22.5,42434.0,16.2,28.8,28.15,26.85,31.0,67.49,31.45,8.63,0.09,3,Green,0.52,45.0,55.0
ALLEGHENY,PA,2010,3707090.0,1223348.0,3.03,2,0.48,637698.0,81.93,13.34,0.15,1.56,44863.0,11.9,47490.0,9.8,31.15,24.9,34.15,27.3,56.99,41.97,7.58,0.04,3,Green,0.52,40.95,59.05
RIVERSIDE,CA,2008,3695833.0,2087348.0,1.77,1,0.5,1038125.0,83.69,6.58,1.38,44.46,61220.75,12.6,57590.0,21.95,25.55,33.45,19.05,26.2,50.21,47.9,8.58,0.03,1,Blue,0.5,47.5,52.5
PIMA,AZ,2012,3670945.0,993215.0,3.7,3,0.49,504528.0,85.85,4.01,4.21,35.42,49794.0,19.9,44745.0,14.2,22.9,33.75,29.15,21.7,52.65,45.72,7.38,0.05,3,Green,0.51,37.099999999999994,62.9
PINELLAS,FL,2008,3661184.0,910502.0,4.02,3,0.48,473168.0,84.96,10.34,0.36,6.8,0.0,10.9,45899.0,12.65,29.1,31.75,26.5,25.8,53.6,45.34,5.911735029940126,0.0,3,Green,0.52,41.75,58.25
OKLAHOMA,OK,2012,3646090.0,743828.0,4.9,3,0.49,379925.0,71.75,15.81,4.14,15.82,31979.0,19.1,43623.0,15.35,25.65,30.7,28.3,30.1,41.67,58.33,4.78,0.04,3,Green,0.51,41.0,59.0
DALLAS,TX,2006,3644018.0,2353023.0,1.55,1,0.5,1174120.0,72.48,21.05,0.66,35.64,109099.5,16.5,44894.0,23.35,22.1,26.0,28.55,26.0,53.12,46.16,5.27,0.05,3,Green,0.5,45.45,54.55
PALM BEACH,FL,2008,3628665.0,1269629.0,2.86,2,0.49,649777.0,78.75,17.03,0.46,17.34,0.0,11.7,52807.0,14.15,25.9,28.65,31.25,20.4,61.18,38.28,5.911735029940126,0.0,1,Blue,0.51,40.05,59.9
JEFFERSON,KY,2012,3625900.0,751865.0,4.82,3,0.48,388928.0,73.87,21.32,0.24,4.61,37248.0,18.2,45913.0,14.25,28.1,29.2,28.55,31.2,54.83,43.71,7.94,0.05,3,Green,0.52,42.35,57.75
PINELLAS,FL,2009,3558050.0,908968.0,3.91,3,0.48,472284.0,84.76,10.45,0.36,7.07,0.0,13.3,43200.0,12.65,29.1,31.75,26.5,23.8,53.26,45.65,8.737681398252178,0.0,3,Green,0.52,41.75,58.25
JEFFERSON,AL,2012,3556080.0,657967.0,5.4,3,0.47,346537.0,54.35,42.68,0.33,3.75,7632.0,18.6,43967.0,14.85,27.35,29.55,28.25,33.7,52.6,46.62,7.41,0.01,3,Green,0.53,42.2,57.8
JEFFERSON,KY,2010,3542660.0,741096.0,4.78,3,0.48,383397.0,74.32,21.07,0.29,4.39,37215.0,17.3,42535.0,14.25,28.1,29.2,28.55,33.2,55.17,43.61,10.02,0.05,3,Green,0.52,42.35,57.75
KING,WA,2006,3530815.0,1832259.0,1.93,1,0.5,919242.0,75.82,5.96,1.04,7.12,71421.25,9.6,63291.0,8.5,17.35,28.95,45.15,20.2,67.62,30.93,3.72,0.04,1,Blue,0.5,25.85,74.1
PALM BEACH,FL,2011,3515840.0,1336720.0,2.63,2,0.48,690172.0,77.15,18.11,0.62,19.5,0.0,15.8,48973.0,14.15,25.9,28.65,31.25,22.4,58.95,40.45,8.610905864774008,0.0,1,Blue,0.52,40.05,59.9
DUVAL,FL,2011,3513016.0,872297.0,4.03,3,0.48,449249.0,62.55,30.0,0.44,7.86,0.0,17.7,45995.0,13.95,28.5,32.25,25.3,29.4,48.01,51.2,8.610905864774008,0.0,3,Green,0.52,42.45,57.55
DUVAL,FL,2010,3483430.0,864263.0,4.03,3,0.49,444838.0,62.85,29.92,0.45,7.57,0.0,16.6,46112.0,13.95,28.5,32.25,25.3,28.4,48.25,51.01,9.298865844544112,0.0,3,Green,0.51,42.45,57.55
SUFFOLK,NY,2007,3482200.0,1511732.0,2.3,2,0.49,767899.0,87.15,7.88,0.35,13.13,36961.75,5.3,82961.0,11.85,29.85,27.1,31.25,23.4,51.44,46.36,3.85,0.02,2,Yellow,0.51,41.7,58.35
ALAMEDA,CA,2008,3479660.0,1468793.0,2.37,2,0.49,742826.0,56.92,12.78,0.82,21.68,49617.75,10.4,70217.0,15.05,18.45,26.65,39.8,19.5,78.76,19.25,6.21,0.03,2,Yellow,0.51,33.5,66.44999999999999
HILLSBOROUGH,FL,2012,3474610.0,1281712.0,2.71,2,0.49,655884.0,75.84,17.38,0.51,25.78,0.0,19.1,46534.0,15.5,26.95,29.0,28.55,27.7,52.84,46.15,7.747876584638352,0.0,3,Green,0.51,42.45,57.55
BEXAR,TX,2010,3474162.0,1714773.0,2.03,1,0.49,873933.0,86.05,7.95,1.23,58.72,76707.0,17.0,47724.0,19.7,24.85,30.5,25.0,29.3,51.98,46.95,7.29,0.04,3,Green,0.51,44.55,55.5
MARION,IN,2010,3469775.0,903393.0,3.84,3,0.48,467706.0,67.68,27.18,0.52,9.35,66530.0,20.8,39393.0,16.4,28.8,27.25,27.55,31.9,62.02,36.71,10.55,0.07,3,Green,0.52,45.2,54.8
NASSAU,NY,2011,3449500.0,1346176.0,2.56,2,0.48,694316.0,77.77,11.98,0.45,14.99,18843.0,7.0,91162.0,11.15,25.05,24.0,39.9,22.4,52.35,42.76,6.82,0.01,2,Yellow,0.52,36.2,63.9
BROWARD,FL,2012,3441550.0,1814489.0,1.9,1,0.49,933117.0,65.69,28.34,0.37,26.47,0.0,15.2,49564.0,14.7,27.8,29.5,28.0,23.6,67.2,32.27,7.747876584638352,0.0,1,Blue,0.51,42.5,57.5
ALLEGHENY,PA,2007,3426685.0,1219953.0,2.81,2,0.48,637196.0,84.07,12.41,0.15,1.39,46143.75,11.6,46402.0,9.8,31.15,24.9,34.15,26.3,57.25,41.89,4.13,0.04,3,Green,0.52,40.95,59.05
SACRAMENTO,CA,2007,3403360.0,1373330.0,2.48,2,0.49,698926.0,70.21,10.24,1.2,19.94,48361.75,12.2,56823.0,14.85,22.7,35.1,27.35,25.0,56.28,41.95,5.44,0.04,1,Blue,0.51,37.55,62.45
OKLAHOMA,OK,2011,3389500.0,731010.0,4.64,3,0.49,373582.0,71.88,15.81,4.14,15.52,30728.0,19.2,43101.0,15.35,25.65,30.7,28.3,30.2,41.65,58.35,5.28,0.04,3,Green,0.51,41.0,59.0
PINELLAS,FL,2007,3378490.0,912984.0,3.7,3,0.48,474576.0,85.23,10.19,0.36,6.53,0.0,11.3,44325.0,12.65,29.1,31.75,26.5,26.3,52.58,46.4,4.952953714072414,0.0,3,Green,0.52,41.75,58.25
JEFFERSON,AL,2011,3366910.0,657973.0,5.12,3,0.47,346624.0,54.63,42.49,0.35,3.84,0.0,18.7,42053.0,14.85,27.35,29.55,28.25,32.9,52.49,46.73,9.31,0.0,3,Green,0.53,42.2,57.8
MILWAUKEE,WI,2010,3344865.0,947735.0,3.53,3,0.48,490018.0,65.89,27.24,0.88,13.3,82074.0,21.9,40582.0,16.2,28.8,28.15,26.85,31.3,67.39,31.45,10.0,0.09,3,Green,0.52,45.0,55.0
OAKLAND,MI,2012,3341410.0,1223616.0,2.73,2,0.49,629850.0,77.18,14.25,0.31,3.65,25299.0,10.5,63511.0,8.5,20.65,28.9,41.95,26.0,53.56,45.51,8.22,0.02,1,Blue,0.51,29.15,70.85
PINELLAS,FL,2006,3319224.0,918733.0,3.61,3,0.48,478299.0,85.54,10.02,0.36,6.27,0.0,12.3,41960.0,12.65,29.1,31.75,26.5,25.8,51.55,47.45,5.0724936472346815,0.0,3,Green,0.52,41.75,58.25
TARRANT,TX,2006,3315487.0,1665364.0,1.99,1,0.49,841359.0,79.56,13.92,0.69,24.19,82738.75,12.9,51826.0,16.65,23.65,30.85,28.85,25.2,40.37,58.91,4.85,0.05,1,Blue,0.51,40.3,59.7
DUVAL,FL,2012,3274804.0,880095.0,3.72,3,0.48,453648.0,62.34,30.01,0.44,8.13,0.0,18.0,43835.0,13.95,28.5,32.25,25.3,29.5,47.77,51.38,7.747876584638352,0.0,3,Green,0.52,42.45,57.55
SAN BERNARDINO,CA,2007,3272998.0,1989303.0,1.65,1,0.5,985950.0,80.59,9.08,1.42,46.75,85040.25,12.1,55995.0,23.3,25.6,33.25,17.85,27.1,49.95,48.15,5.61,0.04,1,Blue,0.5,48.900000000000006,51.1
BEXAR,TX,2009,3269985.0,1646883.0,1.99,1,0.49,838923.0,87.83,7.56,0.95,57.07,81490.0,17.7,45315.0,19.7,24.85,30.5,25.0,28.3,52.2,46.9,5.95,0.05,3,Green,0.51,44.55,55.5
WAYNE,MI,2006,3267300.0,2009120.0,1.63,1,0.48,1039681.0,54.88,40.7,0.39,4.58,58531.5,19.7,41845.0,18.7,30.4,30.85,20.0,32.0,71.77,27.23,8.22,0.03,3,Green,0.52,49.099999999999994,50.85
OAKLAND,MI,2011,3256990.0,1212560.0,2.69,2,0.49,624464.0,77.58,14.14,0.31,3.54,24779.0,11.2,61961.0,8.5,20.65,28.9,41.95,26.5,54.3,44.64,9.52,0.02,1,Blue,0.51,29.15,70.85
FRANKLIN,OH,2006,3243990.0,1110744.0,2.92,2,0.49,569676.0,74.35,19.87,0.27,3.52,28702.5,16.4,45886.0,11.85,26.05,26.85,35.25,26.7,57.04,42.05,4.75,0.03,3,Green,0.51,37.9,62.1
RIVERSIDE,CA,2007,3236665.0,2054818.0,1.58,1,0.5,1021577.0,83.89,6.52,1.38,43.78,61220.75,11.7,57736.0,21.95,25.55,33.45,19.05,24.5,47.93,50.4,6.03,0.03,1,Blue,0.5,47.5,52.5
JEFFERSON,KY,2009,3233220.0,722525.0,4.47,3,0.48,375354.0,76.73,19.73,0.22,3.46,39123.0,15.8,44516.0,14.25,28.1,29.2,28.55,33.7,55.34,43.55,7.491666666666666,0.05,3,Green,0.52,42.35,57.75
PIMA,AZ,2010,3232315.0,980263.0,3.3,2,0.49,498826.0,86.34,3.9,4.13,34.56,65905.0,17.8,44293.0,14.2,22.9,33.75,29.15,24.1,52.53,46.04,9.31,0.07,3,Green,0.51,37.099999999999994,62.9
MACOMB,MI,2012,3228560.0,849727.0,3.8,3,0.49,436640.0,84.4,9.88,0.34,2.36,17071.0,12.4,52275.0,13.9,31.35,33.9,20.9,32.5,51.48,47.49,9.79,0.02,1,Blue,0.51,45.25,54.8
MIAMI-DADE,FL,2010,3220546.0,2496435.0,1.29,1,0.48,1288071.0,77.57,19.43,0.26,65.05,0.0,20.3,40145.0,25.55,25.25,24.45,24.75,21.8,59.77,39.83,9.298865844544112,0.0,3,Green,0.52,50.8,49.2
PHILADELPHIA,PA,2007,3197563.0,1529253.0,2.09,1,0.47,811660.0,48.25,44.39,0.32,10.74,86576.5,23.5,35431.0,22.75,33.55,21.2,22.5,29.1,82.44,17.09,6.1,0.06,0,Red,0.53,56.3,43.7
PINELLAS,FL,2012,3177842.0,921647.0,3.45,3,0.48,479021.0,83.64,10.76,0.37,8.46,0.0,14.1,44819.0,12.65,29.1,31.75,26.5,24.5,52.24,46.59,7.747876584638352,0.0,3,Green,0.52,41.75,58.25
SUFFOLK,NY,2006,3173960.0,1507201.0,2.11,1,0.49,766335.0,87.31,7.81,0.35,12.77,36961.75,6.6,76621.0,11.85,29.85,27.1,31.25,22.7,50.31,46.16,3.89,0.02,2,Yellow,0.51,41.7,58.35
MARION,IN,2009,3151705.0,891442.0,3.54,3,0.48,461110.0,70.8,25.52,0.29,7.13,67225.0,19.7,41201.0,16.4,28.8,27.25,27.55,30.3,62.91,36.05,9.32,0.08,3,Green,0.52,45.2,54.8
ERIE,NY,2011,3142400.0,919747.0,3.42,3,0.48,475894.0,81.04,13.81,0.7,4.68,38726.0,15.3,47505.0,13.0,28.95,29.4,28.7,28.7,55.66,37.22,7.99,0.04,3,Green,0.52,41.95,58.099999999999994
PALM BEACH,FL,2007,3139460.0,1264754.0,2.48,2,0.49,647732.0,79.14,16.75,0.46,16.81,0.0,10.2,53500.0,14.15,25.9,28.65,31.25,19.3,60.97,38.47,4.952953714072414,0.0,1,Blue,0.51,40.05,59.9
PIMA,AZ,2009,3136015.0,1019505.0,3.08,2,0.49,517388.0,88.08,3.69,3.67,34.13,70816.0,18.9,43243.0,14.2,22.9,33.75,29.15,25.6,52.48,46.2,9.07,0.07,3,Green,0.51,37.099999999999994,62.9
DUVAL,FL,2009,3132380.0,854572.0,3.67,3,0.49,439536.0,65.35,28.78,0.4,7.0,0.0,15.3,47002.0,13.95,28.5,32.25,25.3,28.0,48.49,50.83,8.737681398252178,0.0,3,Green,0.51,42.45,57.55
ERIE,NY,2010,3128390.0,919040.0,3.4,3,0.48,476069.0,81.26,13.79,0.69,4.54,39802.0,14.3,46773.0,13.0,28.95,29.4,28.7,28.9,56.44,38.3,8.31,0.04,3,Green,0.52,41.95,58.099999999999994
MACOMB,MI,2011,3116850.0,844075.0,3.69,3,0.49,434187.0,85.09,9.38,0.34,2.31,17017.0,14.1,50958.0,13.9,31.35,33.9,20.9,31.9,51.95,46.81,11.14,0.02,1,Blue,0.51,45.25,54.8
ALLEGHENY,PA,2006,3098000.0,1223319.0,2.53,2,0.48,639804.0,84.17,12.42,0.15,1.31,46143.75,12.3,43709.0,9.8,31.15,24.9,34.15,24.8,57.22,41.97,4.45,0.04,3,Green,0.52,40.95,59.05
OKLAHOMA,OK,2010,3096550.0,718633.0,4.31,3,0.49,367257.0,72.1,15.8,4.07,15.1,33115.0,17.6,42758.0,15.35,25.65,30.7,28.3,30.0,41.63,58.37,6.15,0.05,3,Green,0.51,41.0,59.0
ERIE,NY,2012,3063440.0,919877.0,3.33,2,0.48,475436.0,80.87,13.81,0.7,4.82,39164.0,14.1,50370.0,13.0,28.95,29.4,28.7,26.5,54.88,36.14,8.33,0.04,1,Blue,0.52,41.95,58.099999999999994
PIMA,AZ,2008,3061390.0,1010126.0,3.03,2,0.49,512982.0,88.2,3.65,3.65,33.65,61353.5,15.4,46653.0,14.2,22.9,33.75,29.15,23.5,52.42,46.36,5.8,0.06,3,Green,0.51,37.099999999999994,62.9
NASSAU,NY,2010,3056000.0,1339532.0,2.28,2,0.48,691554.0,78.29,11.79,0.45,14.58,33835.0,6.2,90294.0,11.15,25.05,24.0,39.9,21.6,52.84,43.66,7.13,0.03,2,Yellow,0.52,36.2,63.9
BALTIMORE,MD,2011,3018650.0,812797.0,3.71,3,0.47,428420.0,65.28,26.8,0.4,4.43,28929.0,9.6,62309.0,12.3,27.1,26.45,34.2,28.2,57.0,40.61,7.68,0.04,1,Blue,0.53,39.400000000000006,60.650000000000006
MILWAUKEE,WI,2009,3006670.0,960304.0,3.13,2,0.49,494296.0,69.37,24.8,0.86,11.83,83961.0,20.6,42012.0,16.2,28.8,28.15,26.85,32.3,67.35,31.45,9.45,0.09,3,Green,0.51,45.0,55.0
ORANGE,FL,2012,3003082.0,1202594.0,2.5,2,0.49,610923.0,69.42,22.14,0.55,28.23,0.0,18.1,45565.0,15.0,25.45,30.15,29.4,23.6,58.68,40.44,7.747876584638352,0.0,3,Green,0.51,40.45,59.55
ERIE,NY,2009,2994230.0,907729.0,3.3,2,0.48,470977.0,83.37,12.94,0.61,4.24,39468.0,13.9,46739.0,13.0,28.95,29.4,28.7,28.6,57.21,39.38,8.1,0.04,3,Green,0.52,41.95,58.099999999999994
SACRAMENTO,CA,2006,2992410.0,1362171.0,2.2,1,0.49,693712.0,70.45,10.23,1.2,19.43,48361.75,12.1,53689.0,14.85,22.7,35.1,27.35,24.1,54.06,44.44,4.77,0.04,1,Blue,0.51,37.55,62.45
TULSA,OK,2012,2991720.0,615594.0,4.86,3,0.49,315331.0,74.24,10.83,6.6,11.4,23306.0,16.0,47371.0,12.95,26.05,32.05,28.9,30.2,36.32,63.68,5.17,0.04,3,Green,0.51,39.0,60.949999999999996
CUYAHOGA,OH,2011,2977170.0,1270224.0,2.34,2,0.47,666925.0,64.96,30.22,0.25,4.97,28500.0,18.8,41609.0,14.65,29.1,27.9,28.3,28.0,69.29,29.7,7.58,0.02,3,Green,0.53,43.75,56.2
HAMILTON,OH,2010,2976052.0,802374.0,3.71,3,0.48,417153.0,69.75,25.85,0.26,2.57,26467.0,18.5,46359.0,13.4,27.25,26.65,32.75,28.4,52.73,46.08,9.86,0.03,3,Green,0.52,40.65,59.4
MARION,IN,2008,2968982.0,883176.0,3.36,3,0.48,456793.0,70.89,25.5,0.28,6.83,59109.25,16.5,43823.0,16.4,28.8,27.25,27.55,30.2,63.79,35.4,5.62,0.07,3,Green,0.52,45.2,54.8
MIAMI-DADE,FL,2011,2948886.0,2569856.0,1.15,1,0.49,1321366.0,77.55,19.4,0.27,65.01,0.0,20.9,40476.0,25.55,25.25,24.45,24.75,21.0,60.71,38.87,8.610905864774008,0.0,3,Green,0.51,50.8,49.2
PIMA,AZ,2007,2940710.0,996593.0,2.95,2,0.49,506450.0,88.4,3.57,3.6,33.17,61353.5,14.9,43721.0,14.2,22.9,33.75,29.15,21.2,52.48,46.43,3.69,0.06,3,Green,0.51,37.099999999999994,62.9
JEFFERSON,AL,2010,2922930.0,658466.0,4.44,3,0.47,346653.0,54.92,42.25,0.36,3.87,19528.0,18.6,41740.0,14.85,27.35,29.55,28.25,32.2,52.38,46.84,10.33,0.03,3,Green,0.53,42.2,57.8
OAKLAND,MI,2010,2910220.0,1202362.0,2.42,2,0.49,618978.0,78.22,13.78,0.31,3.49,26624.0,10.3,60392.0,8.5,20.65,28.9,41.95,26.9,55.05,43.77,11.76,0.02,1,Blue,0.51,29.15,70.85
NASSAU,NY,2009,2908950.0,1357821.0,2.14,1,0.49,696428.0,79.65,11.67,0.29,13.17,19756.0,5.5,92221.0,11.15,25.05,24.0,39.9,21.3,53.34,44.55,6.9,0.01,2,Yellow,0.51,36.2,63.9
NASSAU,NY,2012,2892774.0,1349723.0,2.14,1,0.48,695516.0,77.34,12.15,0.46,15.32,19552.0,6.9,92543.0,11.15,25.05,24.0,39.9,22.7,51.86,41.87,7.05,0.01,2,Yellow,0.52,36.2,63.9
CHARLESTON,SC,2007,2880825.0,343255.0,8.39,3,0.48,177032.0,64.99,32.02,0.34,3.68,22634.75,15.2,47297.0,13.75,22.75,27.15,36.3,25.5,51.85,46.8,4.36,0.07,3,Green,0.52,36.5,63.449999999999996
ORANGE,FL,2009,2876050.0,1086001.0,2.65,2,0.5,544623.0,71.82,20.95,0.49,25.8,0.0,14.3,46826.0,15.0,25.45,30.15,29.4,26.7,58.92,40.4,8.737681398252178,0.0,3,Green,0.5,40.45,59.55
PHILADELPHIA,PA,2006,2866150.0,1519895.0,1.89,1,0.47,807567.0,48.09,44.69,0.31,10.41,86576.5,24.9,33368.0,22.75,33.55,21.2,22.5,27.9,81.77,17.83,6.22,0.06,0,Red,0.53,56.3,43.7
BEXAR,TX,2008,2860304.0,1617128.0,1.77,1,0.49,824302.0,87.95,7.52,0.94,56.85,76441.75,17.1,45794.0,19.7,24.85,30.5,25.0,25.6,52.41,46.85,5.95,0.05,3,Green,0.51,44.55,55.5
