BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate,label,color,FEMALE_PER,HSorLess,CollegeorMore
LAWRENCE,KY,2010,114900.0,15860.0,7.24,3,0.49,8024.0,98.63,0.21,0.12,0.49,403.0,20.0,33313.0,32.55,37.3,21.0,9.1,37.0,31.61,66.72,13.59,0.03,0,Red,0.51,69.85,30.1
MECKLENBURG,VA,2012,114900.0,31695.0,3.63,3,0.48,16346.0,61.69,35.69,0.27,2.43,1293.0,19.9,37435.0,25.3,33.7,25.8,15.15,31.9,45.9,52.88,9.41,0.04,0,Red,0.52,59.0,40.95
WEAKLEY,TN,2008,114900.0,33773.0,3.4,3,0.48,17477.0,89.23,8.03,0.23,1.99,2288.5,21.0,34442.0,22.85,37.5,21.55,18.05,30.7,33.57,64.68,8.18,0.07,0,Red,0.52,60.35,39.6
ALLEGANY,NY,2012,114820.0,48201.0,2.38,2,0.5,23868.0,96.23,1.26,0.28,1.48,2018.0,18.3,41623.0,13.7,38.7,29.1,18.5,29.8,34.6,55.31,8.44,0.04,3,Green,0.5,52.400000000000006,47.6
JEFFERSON,AR,2009,114810.0,78690.0,1.46,1,0.49,39944.0,45.63,51.58,0.51,1.8,5611.0,24.7,34389.0,19.95,36.5,27.3,16.25,38.3,62.59,35.61,9.82,0.07,0,Red,0.51,56.45,43.55
ADAMS,OH,2010,114800.0,28550.0,4.02,3,0.49,14455.0,97.95,0.31,0.39,0.85,261.0,22.8,33549.0,26.2,44.95,19.15,9.65,30.7,36.24,61.31,15.94,0.01,0,Red,0.51,71.15,28.799999999999997
PEMISCOT,MO,2009,114760.0,18229.0,6.3,3,0.48,9538.0,73.79,24.17,0.37,2.51,1533.0,27.6,27127.0,33.7,36.0,20.2,10.2,38.1,42.77,56.28,11.74,0.08,0,Red,0.52,69.7,30.4
SWEETWATER,WY,2012,114730.0,45005.0,2.55,2,0.52,21535.0,94.63,1.49,1.32,15.67,1966.0,8.4,64747.0,10.65,34.1,35.6,19.6,29.2,28.26,67.64,4.78,0.04,2,Yellow,0.48,44.75,55.2
AMADOR,CA,2010,114700.0,38091.0,3.01,2,0.54,17342.0,90.75,2.67,2.11,12.49,1386.0,12.8,49516.0,13.15,28.65,38.85,19.35,23.0,40.12,57.2,14.1,0.04,1,Blue,0.46,41.8,58.2
FRANKLIN,VT,2012,114700.0,48307.0,2.37,2,0.5,24383.0,95.72,0.55,1.03,1.26,1194.0,10.6,53436.0,13.35,39.2,26.8,20.65,28.2,60.62,37.23,4.58,0.02,1,Blue,0.5,52.550000000000004,47.45
HALIFAX,NC,2006,114700.0,55356.0,2.07,1,0.48,28790.0,41.99,53.37,3.04,1.65,4959.25,23.9,28778.0,28.85,35.15,23.45,12.55,33.0,61.32,38.44,6.49,0.09,0,Red,0.52,64.0,36.0
PENDER,NC,2012,114700.0,53717.0,2.14,1,0.5,26921.0,79.14,17.57,0.85,6.04,2191.0,19.3,43318.0,18.2,31.2,31.05,19.6,28.8,39.27,59.6,10.42,0.04,3,Green,0.5,49.4,50.650000000000006
HALIFAX,VA,2012,114630.0,35719.0,3.21,2,0.48,18708.0,61.43,36.65,0.27,1.78,1385.0,20.1,36203.0,28.2,34.85,24.2,12.7,35.9,46.53,52.08,9.47,0.04,0,Red,0.52,63.05,36.9
WATAUGA,NC,2009,114610.0,45203.0,2.54,2,0.5,22479.0,95.16,2.58,0.38,2.56,1992.0,21.2,38031.0,14.9,21.85,25.8,37.45,24.9,50.23,47.8,7.94,0.04,3,Green,0.5,36.75,63.25
CHEROKEE,AL,2007,114600.0,24396.0,4.7,3,0.49,12376.0,92.0,6.2,0.32,1.32,431.0,18.9,37376.0,28.5,36.55,23.9,11.1,30.7,26.14,72.53,4.18,0.02,0,Red,0.51,65.05,35.0
DELTA,MI,2008,114600.0,37209.0,3.08,2,0.5,18712.0,95.37,0.61,2.13,1.17,1333.25,13.8,43485.0,10.15,34.75,36.15,18.9,30.1,52.32,45.97,7.97,0.04,3,Green,0.5,44.9,55.05
WEBSTER,MO,2011,114600.0,36386.0,3.15,2,0.51,17982.0,96.52,0.96,0.71,1.78,1012.0,19.7,39261.0,19.25,39.9,27.5,13.35,32.6,30.12,67.99,8.92,0.03,3,Green,0.49,59.15,40.85
CULPEPER,VA,2012,114560.0,47845.0,2.39,2,0.5,23748.0,79.2,15.86,0.68,8.81,2352.0,10.9,59609.0,20.7,33.7,26.0,19.55,30.2,40.99,57.3,5.67,0.05,1,Blue,0.5,54.400000000000006,45.55
CLINTON,MI,2010,114530.0,75382.0,1.52,1,0.49,38325.0,94.2,2.13,0.46,3.91,1487.0,10.6,58790.0,8.3,30.15,35.2,26.35,33.2,47.95,50.74,8.38,0.02,1,Blue,0.51,38.45,61.550000000000004
GIBSON,IN,2009,114530.0,32682.0,3.5,3,0.5,16423.0,95.74,2.46,0.24,1.36,975.0,11.4,47446.0,14.15,40.75,30.45,14.6,28.3,40.44,58.09,8.72,0.03,3,Green,0.5,54.9,45.05
FREDERICKSBURG CITY,VA,2008,114500.0,22824.0,5.02,3,0.46,12368.0,73.72,21.12,0.5,7.65,2670.5,15.4,45620.0,14.25,25.2,23.75,36.7,27.0,63.6,35.27,5.911735029940126,0.12,3,Green,0.54,39.45,60.45
SALINE,IL,2006,114460.0,26006.0,4.4,3,0.49,13296.0,93.51,4.7,0.38,1.5,0.0,21.4,32755.0,18.55,30.2,37.05,14.25,27.0,42.12,56.55,5.32,0.0,0,Red,0.51,48.75,51.3
MCDUFFIE,GA,2011,114420.0,21612.0,5.29,3,0.47,11406.0,57.45,40.38,0.37,2.35,841.0,23.1,36907.0,26.05,37.4,23.0,13.5,34.8,42.07,56.95,8.610905864774008,0.04,0,Red,0.53,63.45,36.5
ITASCA,MN,2012,114400.0,45139.0,2.53,2,0.5,22403.0,93.3,0.36,3.75,1.11,193.0,13.8,43504.0,10.5,32.35,37.0,20.15,31.4,53.73,43.9,7.79,0.0,3,Green,0.5,42.85,57.15
RAVALLI,MT,2009,114400.0,40433.0,2.83,2,0.5,20263.0,96.34,0.49,1.23,2.82,1091.0,15.6,40444.0,10.8,31.55,33.15,24.5,21.2,36.71,60.23,9.19,0.03,3,Green,0.5,42.35,57.65
SAINT CROIX,WI,2007,114400.0,81153.0,1.41,1,0.5,40221.0,96.55,0.8,0.41,1.56,3488.25,5.3,66731.0,6.15,29.75,33.95,30.15,26.1,46.66,51.77,4.952953714072414,0.04,2,Yellow,0.5,35.9,64.1
WEBSTER,IA,2011,114400.0,37746.0,3.03,2,0.51,18372.0,93.29,4.01,0.35,3.86,1298.0,15.4,42178.0,12.2,35.0,34.1,18.65,27.8,52.47,45.96,6.97,0.03,3,Green,0.49,47.2,52.75
MCCREARY,KY,2011,114340.0,18286.0,6.25,3,0.54,8361.0,92.02,5.68,0.74,2.27,513.0,36.6,24640.0,37.0,36.45,19.35,7.15,33.2,19.87,78.83,14.62,0.03,0,Red,0.46,73.45,26.5
MUHLENBERG,KY,2007,114340.0,31467.0,3.63,3,0.5,15736.0,93.91,4.9,0.17,1.15,994.5,20.0,34580.0,27.15,41.75,21.45,9.7,30.2,48.51,50.03,7.95,0.03,0,Red,0.5,68.9,31.15
WAYNE,WV,2012,114320.0,41873.0,2.73,2,0.49,21442.0,98.33,0.28,0.27,0.53,779.0,20.5,37705.0,25.45,39.35,22.8,12.45,38.0,35.34,62.26,7.59,0.02,0,Red,0.51,64.8,35.25
VERMILION,LA,2008,114310.0,56200.0,2.03,1,0.49,28741.0,81.61,14.79,0.41,2.91,1628.75,17.9,41414.0,29.3,39.85,19.45,11.4,31.7,25.23,72.76,4.45,0.03,3,Green,0.51,69.15,30.85
CHEROKEE,NC,2007,114300.0,26460.0,4.32,3,0.48,13650.0,93.88,2.69,1.61,2.42,890.25,17.4,35221.0,20.9,34.25,29.8,15.1,24.7,30.67,68.28,6.2,0.03,0,Red,0.52,55.15,44.9
DOUGLAS,WI,2009,114300.0,44199.0,2.59,2,0.5,22149.0,94.72,1.01,1.95,1.45,2584.0,14.1,42656.0,10.25,34.0,34.7,21.1,29.5,65.56,32.84,8.19,0.06,3,Green,0.5,44.25,55.800000000000004
ITASCA,MN,2011,114300.0,45091.0,2.53,2,0.5,22360.0,93.5,0.36,3.64,1.04,250.0,14.1,44957.0,10.5,32.35,37.0,20.15,29.0,54.09,43.49,9.05,0.01,3,Green,0.5,42.85,57.15
THOMAS,GA,2009,114280.0,46086.0,2.48,2,0.47,24221.0,61.46,36.4,0.32,3.05,2595.0,24.2,33387.0,22.0,32.4,26.15,19.5,34.1,41.46,57.95,8.737681398252178,0.06,0,Red,0.53,54.4,45.65
MACON,NC,2010,114260.0,33922.0,3.37,3,0.49,17427.0,96.38,1.43,0.62,6.57,1147.0,19.3,36229.0,17.6,31.7,31.55,19.2,24.5,36.14,62.06,11.57,0.03,0,Red,0.51,49.3,50.75
RANDOLPH,IL,2012,114240.0,33073.0,3.45,3,0.55,14905.0,88.34,10.01,0.24,2.76,0.0,14.4,46817.0,22.35,39.0,27.8,10.85,30.3,40.02,57.6,8.33,0.0,3,Green,0.45,61.35,38.65
CHILTON,AL,2007,114230.0,42471.0,2.69,2,0.49,21489.0,86.73,11.57,0.41,4.36,1191.75,16.7,39663.0,26.0,39.6,21.9,12.5,33.9,21.15,78.08,3.4,0.03,3,Green,0.51,65.6,34.4
CLINTON,KY,2010,114200.0,10272.0,11.12,4,0.5,5134.0,97.75,0.43,0.18,2.25,59.0,25.4,27133.0,37.4,35.6,17.95,9.05,32.2,17.68,80.96,11.0,0.01,0,Red,0.5,73.0,27.0
GRAVES,KY,2007,114200.0,37574.0,3.04,2,0.49,19181.0,93.52,4.61,0.36,4.66,1695.0,16.5,36345.0,21.55,38.95,25.15,14.4,32.1,36.69,61.94,6.27,0.05,0,Red,0.51,60.5,39.55
CHOCTAW,OK,2010,114190.0,15205.0,7.51,3,0.48,7873.0,65.69,10.91,16.66,2.81,620.0,25.5,29476.0,25.05,38.1,25.6,11.2,34.3,31.38,68.62,9.09,0.04,0,Red,0.52,63.150000000000006,36.8
PENDER,NC,2010,114130.0,52217.0,2.19,1,0.5,26083.0,79.07,17.92,0.87,6.12,2184.0,16.7,43573.0,18.2,31.2,31.05,19.6,29.2,40.5,58.47,11.44,0.04,3,Green,0.5,49.4,50.650000000000006
CADDO,OK,2010,114110.0,29600.0,3.86,3,0.52,14304.0,65.55,2.81,25.55,10.12,1292.0,21.6,36077.0,19.0,40.65,24.7,15.6,35.2,35.21,64.79,6.94,0.04,0,Red,0.48,59.65,40.3
HART,GA,2006,114100.0,24135.0,4.73,3,0.49,12198.0,78.4,19.69,0.24,2.01,659.75,21.5,36834.0,23.85,38.05,24.45,13.65,26.6,36.11,63.16,5.0724936472346815,0.03,0,Red,0.51,61.9,38.1
NEWTON,MO,2010,114100.0,58114.0,1.96,1,0.5,29281.0,91.54,0.79,2.42,4.37,2240.0,15.5,40955.0,16.55,34.35,31.3,17.75,32.2,27.46,70.95,8.99,0.04,3,Green,0.5,50.900000000000006,49.05
ADAMS,OH,2008,114030.0,28156.0,4.05,3,0.49,14233.0,96.97,0.97,0.69,1.08,281.0,21.9,34564.0,26.2,44.95,19.15,9.65,29.6,36.62,60.71,9.3,0.01,0,Red,0.51,71.15,28.799999999999997
KENT,MD,2010,114030.0,20197.0,5.65,3,0.48,10557.0,81.89,15.34,0.23,4.49,1100.0,14.2,49017.0,16.95,32.8,22.8,27.45,27.2,49.16,49.06,8.83,0.05,1,Blue,0.52,49.75,50.25
SAN BENITO,CA,2012,114030.0,56614.0,2.01,1,0.5,28364.0,88.9,1.22,3.06,57.2,1447.0,12.8,60577.0,23.0,23.95,34.9,18.15,23.9,59.21,38.56,12.5,0.03,1,Blue,0.5,46.95,53.05
WASHINGTON,VT,2006,114000.0,58914.0,1.94,1,0.49,29959.0,96.96,0.74,0.31,1.57,1403.0,9.5,49103.0,8.95,29.95,24.75,36.35,21.3,65.16,32.39,3.83,0.02,1,Blue,0.51,38.9,61.1
IOSCO,MI,2010,113960.0,25887.0,4.4,3,0.49,13120.0,96.85,0.48,0.7,1.56,969.0,19.9,33985.0,17.1,39.3,29.65,13.95,34.2,49.15,49.09,15.79,0.04,0,Red,0.51,56.4,43.599999999999994
MISSISSIPPI,AR,2006,113940.0,46788.0,2.44,2,0.49,24089.0,64.81,33.01,0.4,3.15,2534.25,27.8,29984.0,26.5,35.65,26.15,11.75,31.4,50.62,46.52,7.82,0.05,0,Red,0.51,62.15,37.9
CERRO GORDO,IA,2008,113900.0,43787.0,2.6,2,0.48,22579.0,96.6,1.21,0.29,3.16,2950.25,13.1,45023.0,9.6,32.4,36.75,21.25,27.1,59.67,38.84,4.8,0.07,3,Green,0.52,42.0,58.0
GARRETT,MD,2011,113900.0,30148.0,3.78,3,0.5,15184.0,97.87,0.99,0.15,0.8,1512.0,12.0,41829.0,15.85,43.6,23.85,16.7,31.0,25.06,72.83,8.4,0.05,3,Green,0.5,59.45,40.55
MARLBORO,SC,2010,113900.0,28933.0,3.94,3,0.53,13673.0,42.41,51.15,4.62,2.77,1186.0,33.1,28630.0,32.45,38.15,20.75,8.6,40.8,62.19,37.03,21.18,0.04,0,Red,0.47,70.6,29.35
QUEEN ANNES,MD,2010,113860.0,47798.0,2.38,2,0.5,24055.0,90.06,6.97,0.39,3.04,1479.0,7.3,78503.0,11.95,29.85,27.85,30.35,25.9,35.02,63.16,9.298865844544112,0.03,2,Yellow,0.5,41.8,58.2
BEDFORD,TN,2007,113800.0,44588.0,2.55,2,0.5,22396.0,89.17,8.4,0.44,11.2,2456.0,17.7,39792.0,24.5,39.9,22.2,13.4,28.2,33.92,64.66,4.79,0.06,3,Green,0.5,64.4,35.6
COFFEE,AL,2007,113800.0,46586.0,2.44,2,0.49,23676.0,77.65,18.64,0.83,4.24,1135.75,16.5,36819.0,20.7,27.75,30.5,21.0,32.5,25.28,74.06,3.81,0.02,0,Red,0.51,48.45,51.5
JEFFERSON DAVIS,LA,2008,113800.0,31164.0,3.65,3,0.48,16051.0,79.65,18.24,0.61,1.93,812.25,16.7,38577.0,25.8,40.95,20.4,12.85,34.7,29.06,68.72,4.2,0.03,3,Green,0.52,66.75,33.25
DICKINSON,MI,2007,113730.0,27104.0,4.2,3,0.49,13781.0,97.2,0.51,0.74,1.1,872.25,11.1,41368.0,8.7,40.0,30.25,21.1,28.6,44.2,53.99,6.08,0.03,3,Green,0.51,48.7,51.35
HARRISON,TX,2008,113710.0,63690.0,1.79,1,0.49,32292.0,74.6,22.85,0.55,9.68,2104.0,14.8,45016.0,18.85,34.0,30.1,17.1,29.9,33.97,65.38,6.964,0.03,3,Green,0.51,52.85,47.2
EDGECOMBE,NC,2010,113700.0,56552.0,2.01,1,0.46,30313.0,40.66,57.6,0.54,3.72,2722.0,24.5,33146.0,27.95,36.95,25.05,10.05,37.0,67.5,32.12,15.76,0.05,0,Red,0.54,64.9,35.1
WAGONER,OK,2007,113690.0,67161.0,1.69,1,0.5,33677.0,81.1,4.55,9.02,4.61,1793.75,11.1,53455.0,14.45,34.6,31.95,19.05,30.5,29.95,70.05,3.81,0.03,1,Blue,0.5,49.05,51.0
OZAUKEE,WI,2006,113620.0,85206.0,1.33,1,0.49,43180.0,96.0,1.45,0.29,1.98,3091.0,3.8,70662.0,5.95,22.55,28.3,43.15,24.4,35.98,63.05,3.61,0.04,2,Yellow,0.51,28.5,71.45
KNOX,IL,2010,113600.0,52919.0,2.15,1,0.5,26337.0,89.45,7.37,0.3,4.83,0.0,15.4,39409.0,15.1,36.2,32.5,16.25,32.4,58.47,39.84,9.56,0.0,3,Green,0.5,51.300000000000004,48.75
LINCOLN,MO,2008,113600.0,52695.0,2.16,1,0.5,26390.0,95.46,2.61,0.37,2.02,1970.0,10.5,54740.0,17.85,42.7,26.75,12.7,31.0,43.46,54.88,7.82,0.04,1,Blue,0.5,60.550000000000004,39.45
MORGAN,IL,2011,113600.0,35479.0,3.2,2,0.5,17629.0,91.44,6.18,0.33,2.13,0.0,14.3,43210.0,14.3,39.25,25.8,20.55,31.1,43.05,54.78,8.08,0.0,3,Green,0.5,53.55,46.35
RAVALLI,MT,2010,113600.0,40212.0,2.83,2,0.5,20248.0,96.48,0.2,0.95,2.97,1143.0,17.5,39409.0,10.8,31.55,33.15,24.5,20.9,35.41,61.63,9.39,0.03,3,Green,0.5,42.35,57.65
TALLAPOOSA,AL,2008,113600.0,40885.0,2.78,2,0.48,21191.0,71.73,26.88,0.37,1.64,1514.5,19.5,35293.0,24.55,33.45,25.8,16.15,33.9,31.4,67.92,7.18,0.04,0,Red,0.52,58.0,41.95
AVOYELLES,LA,2007,113540.0,42192.0,2.69,2,0.49,21399.0,67.13,30.6,1.11,1.49,2238.0,26.7,29239.0,33.15,38.15,18.9,9.8,30.9,39.25,58.69,7.524000000000001,0.05,0,Red,0.51,71.3,28.7
BRANCH,MI,2012,113530.0,43795.0,2.59,2,0.51,21254.0,95.42,1.99,0.49,4.16,995.0,18.2,43429.0,15.55,40.95,31.15,12.3,35.1,40.32,58.52,8.88,0.02,3,Green,0.49,56.5,43.45
PICKENS,GA,2009,113520.0,31334.0,3.62,3,0.49,15941.0,94.68,3.25,0.51,2.76,1022.0,12.0,50790.0,23.05,30.95,25.7,20.25,26.4,19.12,79.47,8.737681398252178,0.03,1,Blue,0.51,54.0,45.95
BRANCH,MI,2011,113500.0,43923.0,2.58,2,0.51,21383.0,95.57,1.96,0.49,4.01,1022.0,18.2,40462.0,15.55,40.95,31.15,12.3,34.8,41.74,56.93,10.45,0.02,3,Green,0.49,56.5,43.45
LIVINGSTON,IL,2011,113500.0,38803.0,2.93,2,0.5,19348.0,93.01,5.08,0.24,4.09,0.0,12.0,53249.0,16.3,42.35,27.45,13.85,31.7,34.94,63.34,8.43,0.0,1,Blue,0.5,58.650000000000006,41.3
STODDARD,MO,2008,113500.0,29431.0,3.86,3,0.49,15111.0,96.15,1.95,0.47,1.36,765.0,17.2,35299.0,25.85,39.55,22.45,12.1,28.8,29.4,69.16,7.55,0.03,0,Red,0.51,65.4,34.55
CHRISTIAN,IL,2012,113450.0,34516.0,3.29,2,0.51,17023.0,96.72,1.48,0.18,1.49,0.0,15.4,43393.0,15.05,43.05,28.4,13.45,33.4,37.37,60.44,9.22,0.0,3,Green,0.49,58.099999999999994,41.849999999999994
BOX ELDER,UT,2007,113400.0,47929.0,2.37,2,0.51,23567.0,95.91,0.47,1.1,7.71,1273.0,8.3,52615.0,9.35,31.4,38.1,21.1,27.6,16.08,81.36,2.67,0.03,1,Blue,0.49,40.75,59.2
NELSON,KY,2007,113400.0,42482.0,2.67,2,0.49,21474.0,92.74,5.38,0.17,1.49,1608.0,11.3,46605.0,15.8,40.9,27.85,15.45,27.1,41.32,56.98,5.76,0.04,3,Green,0.51,56.7,43.3
DUNKLIN,MO,2007,113350.0,31583.0,3.59,3,0.48,16522.0,88.91,8.94,0.46,4.35,1737.5,21.8,30615.0,31.0,36.95,21.1,11.0,30.8,39.44,59.3,8.02,0.06,0,Red,0.52,67.95,32.1
FRANKLIN,IL,2006,113350.0,39317.0,2.88,2,0.48,20316.0,97.8,0.79,0.28,1.21,0.0,19.1,32279.0,18.05,33.15,35.5,13.25,26.4,46.6,52.06,6.56,0.0,0,Red,0.52,51.2,48.75
COLUMBIA,PA,2006,113300.0,64486.0,1.76,1,0.48,33636.0,97.07,1.3,0.18,1.69,2113.0,11.8,39237.0,14.85,45.45,21.0,18.7,26.2,43.46,55.69,5.48,0.03,3,Green,0.52,60.300000000000004,39.7
GILES,TN,2007,113300.0,29077.0,3.9,3,0.49,14864.0,87.19,10.87,0.39,1.54,1644.0,15.0,37767.0,21.45,43.7,22.25,12.7,32.7,41.03,57.64,6.23,0.06,0,Red,0.51,65.15,34.95
TOOMBS,GA,2007,113300.0,27832.0,4.07,3,0.48,14472.0,72.47,25.51,0.37,11.22,940.25,22.8,32480.0,26.05,36.95,22.8,14.3,29.0,30.23,69.12,4.952953714072414,0.03,0,Red,0.52,63.0,37.1
ELBERT,GA,2008,113130.0,20535.0,5.51,3,0.48,10630.0,68.45,29.92,0.28,4.22,1193.0,18.6,34986.0,27.1,42.2,20.25,10.45,31.7,40.47,58.53,5.911735029940126,0.06,0,Red,0.52,69.30000000000001,30.7
ARLINGTON,VA,2006,113100.0,200732.0,0.56,1,0.5,99875.0,78.98,10.04,0.43,15.41,5037.5,7.0,84316.0,9.15,9.85,13.85,67.15,20.0,69.66,29.21,1.98,0.03,2,Yellow,0.5,19.0,81.0
CURRY,NM,2008,113100.0,43475.0,2.6,2,0.49,21959.0,86.61,6.98,1.94,37.19,2856.5,17.9,39401.0,19.25,27.35,35.8,17.6,26.2,32.35,66.48,3.15,0.07,3,Green,0.51,46.6,53.4
LEE,VA,2008,113100.0,25122.0,4.5,3,0.52,12035.0,92.56,5.92,0.29,1.01,731.75,23.3,28682.0,32.4,32.65,24.6,10.3,32.6,34.89,63.13,4.85,0.03,0,Red,0.48,65.05,34.900000000000006
MARSHALL,IN,2008,113100.0,46768.0,2.42,2,0.5,23414.0,97.07,1.05,0.35,8.54,1811.25,9.6,50284.0,17.55,40.35,24.75,17.35,28.0,42.53,56.1,7.28,0.04,1,Blue,0.5,57.900000000000006,42.1
GRAYSON,KY,2008,113080.0,25402.0,4.45,3,0.5,12754.0,97.52,1.09,0.29,1.2,792.25,19.1,33791.0,28.4,40.35,22.5,8.8,29.8,31.85,66.7,9.7,0.03,0,Red,0.5,68.75,31.3
ASHE,NC,2011,113000.0,26984.0,4.19,3,0.49,13682.0,97.55,0.75,0.27,4.72,765.0,19.5,34333.0,23.25,32.35,28.65,15.8,24.3,33.8,64.16,10.96,0.03,0,Red,0.51,55.6,44.45
COWLEY,KS,2009,113000.0,33875.0,3.34,3,0.5,17011.0,91.1,3.13,1.88,7.73,1928.0,15.7,38100.0,12.3,31.3,37.15,19.3,33.0,35.76,62.09,6.96,0.06,3,Green,0.5,43.6,56.45
GRAHAM,AZ,2009,113000.0,37031.0,3.05,2,0.54,17028.0,81.78,3.04,12.94,30.25,1421.0,21.5,40609.0,19.3,30.7,37.0,12.95,32.5,29.39,69.35,15.07,0.04,3,Green,0.46,50.0,49.95
HARRISON,TX,2006,113000.0,63299.0,1.79,1,0.49,32277.0,74.6,23.19,0.51,8.54,2104.0,18.3,39991.0,18.85,34.0,30.1,17.1,28.9,35.37,64.1,5.32,0.03,3,Green,0.51,52.85,47.2
HOWARD,TX,2010,113000.0,35012.0,3.23,2,0.56,15292.0,89.22,6.97,1.39,37.86,2732.0,22.9,39022.0,24.8,33.0,30.2,12.0,32.3,25.27,73.38,7.16,0.08,3,Green,0.44,57.8,42.2
KNOX,IL,2008,113000.0,51782.0,2.18,1,0.5,25771.0,90.05,7.5,0.27,4.35,0.0,16.5,38996.0,15.1,36.2,32.5,16.25,28.1,59.16,39.27,6.43,0.0,3,Green,0.5,51.300000000000004,48.75
LINCOLN,NE,2011,113000.0,36029.0,3.14,2,0.49,18210.0,96.37,0.84,0.88,7.57,2729.0,12.8,49139.0,10.3,31.15,39.35,19.2,32.8,29.07,68.01,4.38,0.08,1,Blue,0.51,41.45,58.55
MARSHALL,IA,2011,113000.0,41013.0,2.76,2,0.5,20390.0,93.72,1.87,0.69,18.07,1749.0,13.4,47535.0,16.3,35.25,30.1,18.3,32.4,53.78,44.42,6.58,0.04,3,Green,0.5,51.55,48.400000000000006
PIKE,OH,2012,113000.0,28500.0,3.96,3,0.5,14310.0,96.52,0.95,0.55,0.84,391.0,23.2,36819.0,24.75,41.3,22.45,11.5,31.2,49.08,49.09,13.02,0.01,0,Red,0.5,66.05,33.95
COLLETON,SC,2007,112920.0,39138.0,2.89,2,0.48,20479.0,57.18,40.63,0.74,2.51,2065.0,21.7,34703.0,22.3,38.95,25.35,13.45,32.3,49.18,49.79,6.09,0.05,0,Red,0.52,61.25,38.8
SENECA,OH,2008,112900.0,56598.0,1.99,1,0.5,28406.0,95.71,2.28,0.25,3.85,1377.0,11.1,44529.0,13.05,45.9,27.1,13.9,29.2,47.68,50.36,7.06,0.02,3,Green,0.5,58.95,41.0
WINONA,MN,2011,112900.0,51348.0,2.2,1,0.49,26051.0,94.85,1.33,0.34,2.54,1818.0,14.6,46028.0,11.6,28.65,33.35,26.4,26.6,55.85,41.44,5.82,0.04,3,Green,0.51,40.25,59.75
CASS,ND,2006,112890.0,135251.0,0.83,1,0.51,66899.0,94.2,1.57,1.65,1.83,6490.75,9.6,46387.0,7.4,21.55,36.25,34.8,25.0,45.84,52.5,2.57,0.05,3,Green,0.49,28.950000000000003,71.05
SCOTT,TN,2007,112830.0,21943.0,5.14,3,0.5,11071.0,97.88,0.62,0.35,0.85,1782.25,21.1,30340.0,30.6,41.7,19.8,7.9,29.6,29.13,69.3,6.99,0.08,0,Red,0.5,72.30000000000001,27.700000000000003
BRYAN,GA,2011,112820.0,31267.0,3.61,3,0.49,15822.0,80.74,14.58,0.35,5.13,1498.0,12.2,63092.0,14.75,29.7,29.65,25.85,27.0,27.75,71.03,8.610905864774008,0.05,1,Blue,0.51,44.45,55.5
HANCOCK,ME,2006,112800.0,53298.0,2.12,1,0.49,27074.0,97.17,0.51,0.44,1.11,1479.25,12.4,41579.0,9.0,33.7,27.5,29.75,23.9,56.61,41.47,5.38,0.03,3,Green,0.51,42.7,57.25
WASCO,OR,2009,112800.0,24098.0,4.68,3,0.5,12097.0,92.22,0.59,3.5,13.85,1047.0,16.2,42015.0,15.85,31.35,35.05,17.75,32.9,50.91,45.65,9.3,0.04,3,Green,0.5,47.2,52.8
ORLEANS,NY,2011,112790.0,42634.0,2.65,2,0.49,21533.0,90.96,6.04,0.69,4.18,1508.0,14.5,43870.0,18.35,39.55,27.7,14.45,30.6,38.05,53.33,9.23,0.04,3,Green,0.51,57.9,42.15
KAY,OK,2006,112760.0,45808.0,2.46,2,0.49,23462.0,84.84,2.24,8.47,6.27,2413.0,16.5,37205.0,16.15,32.8,31.95,19.2,25.6,29.45,70.56,4.78,0.05,0,Red,0.51,48.949999999999996,51.15
VAN ZANDT,TX,2006,112760.0,52006.0,2.17,1,0.49,26318.0,93.58,4.05,0.82,9.84,1509.0,13.5,41606.0,22.1,34.3,29.55,14.1,26.0,23.19,76.28,4.65,0.03,3,Green,0.51,56.4,43.65
OTSEGO,MI,2012,112710.0,24034.0,4.69,3,0.49,12192.0,96.54,0.42,0.76,1.45,1024.0,14.0,48242.0,11.45,36.1,32.75,19.7,35.6,39.56,59.25,10.74,0.04,1,Blue,0.51,47.55,52.45
BELKNAP,NH,2007,112700.0,60993.0,1.85,1,0.49,30939.0,97.33,0.57,0.31,1.31,3265.0,7.8,54469.0,10.95,31.05,30.6,27.4,25.0,48.38,50.47,3.58,0.05,1,Blue,0.51,42.0,58.0
MIAMI,KS,2011,112700.0,32735.0,3.44,3,0.49,16599.0,95.82,1.37,0.66,2.78,571.0,9.3,57580.0,8.8,34.55,34.05,22.65,35.0,33.12,65.02,7.22,0.02,1,Blue,0.51,43.349999999999994,56.699999999999996
PERRY,PA,2012,112620.0,45811.0,2.46,2,0.5,22847.0,97.54,0.77,0.2,1.5,1168.0,10.9,55287.0,16.2,47.65,22.15,13.95,32.9,29.72,68.59,7.28,0.03,1,Blue,0.5,63.849999999999994,36.099999999999994
